cnae_subclasse,cnae_mascara,cnae_descricao,item_lc116,descricao_atividade_lc
6424701,6424-7/01,Bancos cooperativos,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6424702,6424-7/02,Cooperativas centrais de crédito,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6424703,6424-7/03,Cooperativas de crédito mútuo,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de
 operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de crédito, para quaisquer fins."
6424704,6424-7/04,Cooperativas de crédito rural,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6431000,6431-0/00,"Bancos múltiplos, sem carteira comercial",15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6432800,6432-8/00,Bancos de investimento,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6433600,6433-6/00,Bancos de desenvolvimento,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6434400,6434-4/00,Agências de fomento,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6435201,6435-2/01,Sociedades de crédito imobiliário,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6435202,6435-2/02,Associações de poupança e empréstimo,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6435203,6435-2/03,Companhias hipotecárias,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de
 operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de crédito, para quaisquer fins."
6436100,6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6437900,6437-9/00,Sociedades de crédito ao microempreendedor,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6438701,6438-7/01,Bancos de câmbio,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de
 operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de crédito, para quaisquer fins."
6450600,6450-6/00,Sociedades de capitalização,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6499901,6499-9/01,Clubes de investimento,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6499902,6499-9/02,Sociedades de investimento,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6499904,6499-9/04,Caixas de financiamento de corporações,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6499905,6499-9/05,Concessão de crédito pelas OSCIP,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6499999,6499-9/99,Outras atividades de serviços financeiros não especificadas anteriormente,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6612603,6612-6/03,Corretoras de câmbio,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6619399,6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6410700,6410-7/00,Banco Central,15.09,"15.09 - Arrendamento mercantil (leasing) de quaisquer bens, inclusive cessão de direitos e obrigações, substituição de garantia, alteração,
 cancelamento e registro de contrato, e demais serviços relacionados ao arrendamento mercantil (leasing)."
6421200,6421-2/00,Bancos comerciais,15.09,"15.09 - Arrendamento mercantil (leasing) de quaisquer bens, inclusive cessão de direitos e obrigações, substituição de garantia, alteração,
 cancelamento e registro de contrato, e demais serviços relacionados ao arrendamento mercantil (leasing)."
6422100,6422-1/00,"Bancos múltiplos, com carteira comercial",15.09,"15.09 - Arrendamento mercantil (leasing) de quaisquer bens, inclusive cessão de direitos e obrigações, substituição de garantia, alteração,
 cancelamento e registro de contrato, e demais serviços relacionados ao arrendamento mercantil (leasing)."
6423900,6423-9/00,Caixas econômicas,15.09,"15.09 - Arrendamento mercantil (leasing) de quaisquer bens, inclusive cessão de direitos e obrigações, substituição de garantia, alteração,
 cancelamento e registro de contrato, e demais serviços relacionados ao arrendamento mercantil (leasing)."
6424701,6424-7/01,Bancos cooperativos,15.09,"15.09 - Arrendamento mercantil (leasing) de quaisquer bens, inclusive cessão de direitos e obrigações, substituição de garantia, alteração,
 cancelamento e registro de contrato, e demais serviços relacionados ao arrendamento mercantil (leasing)."
6424703,6424-7/03,Cooperativas de crédito mútuo,15.09,"15.09 - Arrendamento mercantil (leasing) de quaisquer bens, inclusive cessão de direitos e obrigações, substituição de garantia, alteração,
 cancelamento e registro de contrato, e demais serviços relacionados ao arrendamento mercantil (leasing)."
6424704,6424-7/04,Cooperativas de crédito rural,15.09,"15.09 - Arrendamento mercantil (leasing) de quaisquer bens, inclusive cessão de direitos e obrigações, substituição de garantia, alteração,
 cancelamento e registro de contrato, e demais serviços relacionados ao arrendamento mercantil (leasing)."
6431000,6431-0/00,"Bancos múltiplos, sem carteira comercial",15.09,"15.09 - Arrendamento mercantil (leasing) de quaisquer bens, inclusive cessão de direitos e obrigações, substituição de garantia, alteração,
 cancelamento e registro de contrato, e demais serviços relacionados ao arrendamento mercantil (leasing)."
6440900,6440-9/00,Arrendamento mercantil,15.09,"15.09 - Arrendamento mercantil (leasing) de quaisquer bens, inclusive cessão de direitos e obrigações, substituição de garantia, alteração,
 cancelamento e registro de contrato, e demais serviços relacionados ao arrendamento mercantil (leasing)."
